date,run_timestamp,site,engine,clicks
2026-07-23,2026-07-23T02:45:21Z,londoninfluencerdaily.com,google.com,0
2026-07-23,2026-07-23T02:45:21Z,londoninfluencerdaily.com,yahoo.com,0
2026-07-23,2026-07-23T02:45:21Z,londoninfluencerdaily.com,bing.com,0
2026-07-23,2026-07-23T06:10:28Z,londoninfluencerdaily.com,google.com,0
2026-07-23,2026-07-23T06:10:28Z,londoninfluencerdaily.com,yahoo.com,0
2026-07-23,2026-07-23T06:10:28Z,londoninfluencerdaily.com,bing.com,0
2026-07-23,2026-07-23T08:44:03Z,londoninfluencerdaily.com,google.com,0
2026-07-23,2026-07-23T08:44:03Z,londoninfluencerdaily.com,yahoo.com,0
2026-07-23,2026-07-23T08:44:03Z,londoninfluencerdaily.com,bing.com,0
2026-07-23,2026-07-23T11:26:15Z,londoninfluencerdaily.com,google.com,0
2026-07-23,2026-07-23T11:26:15Z,londoninfluencerdaily.com,yahoo.com,0
2026-07-23,2026-07-23T11:26:15Z,londoninfluencerdaily.com,bing.com,0
2026-07-23,2026-07-23T14:09:38Z,londoninfluencerdaily.com,google.com,0
2026-07-23,2026-07-23T14:09:38Z,londoninfluencerdaily.com,yahoo.com,0
2026-07-23,2026-07-23T14:09:38Z,londoninfluencerdaily.com,bing.com,0
2026-07-23,2026-07-23T16:45:04Z,londoninfluencerdaily.com,google.com,0
2026-07-23,2026-07-23T16:45:04Z,londoninfluencerdaily.com,yahoo.com,0
2026-07-23,2026-07-23T16:45:04Z,londoninfluencerdaily.com,bing.com,0
2026-07-23,2026-07-23T19:29:49Z,londoninfluencerdaily.com,google.com,0
2026-07-23,2026-07-23T19:29:49Z,londoninfluencerdaily.com,yahoo.com,0
2026-07-23,2026-07-23T19:29:49Z,londoninfluencerdaily.com,bing.com,0
2026-07-23,2026-07-23T22:08:05Z,londoninfluencerdaily.com,google.com,0
2026-07-23,2026-07-23T22:08:05Z,londoninfluencerdaily.com,yahoo.com,0
2026-07-23,2026-07-23T22:08:05Z,londoninfluencerdaily.com,bing.com,0
