date,run_timestamp,site,engine,clicks
2026-06-28,2026-06-28T03:33:34Z,b2bmoversdaily.com,google.com,10
2026-06-28,2026-06-28T03:33:34Z,b2bmoversdaily.com,yahoo.com,0
2026-06-28,2026-06-28T03:33:34Z,b2bmoversdaily.com,bing.com,0
2026-06-28,2026-06-28T08:52:51Z,b2bmoversdaily.com,google.com,10
2026-06-28,2026-06-28T08:52:51Z,b2bmoversdaily.com,yahoo.com,0
2026-06-28,2026-06-28T08:52:51Z,b2bmoversdaily.com,bing.com,0
2026-06-28,2026-06-28T11:09:40Z,b2bmoversdaily.com,google.com,10
2026-06-28,2026-06-28T11:09:40Z,b2bmoversdaily.com,yahoo.com,0
2026-06-28,2026-06-28T11:09:40Z,b2bmoversdaily.com,bing.com,0
2026-06-28,2026-06-28T13:34:38Z,b2bmoversdaily.com,google.com,10
2026-06-28,2026-06-28T13:34:38Z,b2bmoversdaily.com,yahoo.com,0
2026-06-28,2026-06-28T13:34:38Z,b2bmoversdaily.com,bing.com,0
