url,status,load_time_s,title,title_length,meta_description,meta_desc_length,h1_count,canonical,noindex,images_missing_alt,has_og_tags,has_schema,issues
https://thenewyorkentrepreneur.com,200,1.34,The New York Entrepreneur -,27,,0,1,https://www.thenewyorkentrepreneur.com/,False,6,True,True,Title short (27) | Missing meta desc | 6 img no alt
