date,site,engine,clicks
2026-05-04,sanfranciscobriefing.com,google.com,10
2026-05-04,sanfranciscobriefing.com,yahoo.com,0
2026-05-04,sanfranciscobriefing.com,bing.com,0
2026-05-04,2026-05-04T11:05:57Z,sanfranciscobriefing.com,google.com,10
2026-05-04,2026-05-04T11:05:57Z,sanfranciscobriefing.com,yahoo.com,0
2026-05-04,2026-05-04T11:05:57Z,sanfranciscobriefing.com,bing.com,0
