date,run_timestamp,site,engine,clicks
2026-06-20,2026-06-20T03:07:20Z,nyartisinal.com,google.com,0
2026-06-20,2026-06-20T03:07:20Z,nyartisinal.com,yahoo.com,0
2026-06-20,2026-06-20T03:07:20Z,nyartisinal.com,bing.com,0
2026-06-20,2026-06-20T07:11:51Z,nyartisinal.com,google.com,0
2026-06-20,2026-06-20T07:11:51Z,nyartisinal.com,yahoo.com,0
2026-06-20,2026-06-20T07:11:51Z,nyartisinal.com,bing.com,0
2026-06-20,2026-06-20T11:20:36Z,nyartisinal.com,google.com,0
2026-06-20,2026-06-20T11:20:36Z,nyartisinal.com,yahoo.com,0
2026-06-20,2026-06-20T11:20:36Z,nyartisinal.com,bing.com,0
2026-06-20,2026-06-20T14:03:07Z,nyartisinal.com,google.com,0
2026-06-20,2026-06-20T14:03:07Z,nyartisinal.com,yahoo.com,0
2026-06-20,2026-06-20T14:03:07Z,nyartisinal.com,bing.com,0
2026-06-20,2026-06-20T16:23:32Z,nyartisinal.com,google.com,0
2026-06-20,2026-06-20T16:23:32Z,nyartisinal.com,yahoo.com,0
2026-06-20,2026-06-20T16:23:32Z,nyartisinal.com,bing.com,0
